"Artista","Trabajo","Fecha Publicación","Tipo"
"El Hombre Viento","Vida","2013","-"
"El Hombre Viento","Árbol & Asfalto","2011","-"
"El Hombre Viento","Circuitos / Tierra","2011","-"
"El Hombre Viento","Escapismos Cotidianos","2009","-"
"El Hombre Viento","Las Aventuras De Señor Bajito","2007","-"
"El Imperio","Monopolio","1999","LP"
"El Indio Jiux","Directo al Grano","2003","-"
"El Klan De Los Dedeté","En Nuestras Manos","2003???2007","-"
"El Klan De Los Dedeté","poco ruido y muchas nueces","2000","-"
"El Klan De Los Dedeté","Dioses Del Tiempo","2012","-"
"El Klan De Los Dedeté","¿Quién?","2011","-"
"El Klan De Los Dedeté","Bravo","2011","-"
"El Klan De Los Dedeté","Maneras De Ser","2008","-"
"El Klan De Los Dedeté","Salitre","2008","-"
"El Klan De Los Dedeté","Zen","1996","-"
"el kolgaito del puerto","con el agua al cuello","2007","-"
"el kolgaito del puerto","ya es disko de oro","-","-"
"El Leo","Reflexiones Desde un Cuarto ","2006","-"
"El Límite","Promocional '04","2004","-"
"El Límite","Nada Se Opone","2014","-"
"El Límite","Hablo Alcohol, Bebo Hip-Hop","2011","-"
"El Límite","Moon & Stars","2010","-"
"El Límite","Vida En Crisis","2008","-"
"El Límite","Días Insanos","2006","-"
"El Lukaz & DJ Caution","Otro Gusano","2005","-"
"El Maese KDS","el quebrantacuellos","2001","-"
"El Maese KDS","Viviendo Y Aprendiendo","2001","-"
"El Mapa","Ecualización precoz","-","-"
"El Mapa","Singular","-","-"
"el meditador y souchi","si quieres ponlo vol.1","2007","-"
"El Mensaje","El Mensaje","2013","-"
"El Meswy","mesias","2001","-"
"El Meswy","Nadie","2000???2001","-"
"El Meswy","Asuntos Serios En Serie","2014","-"
"El Meswy","Espanoles","2009","-"
"El Meswy","Respeto","2007","-"
"El Meswy","La leyenda","2006","-"
"El Meswy","Semen","2004","-"
"El Meswy","Se Habla Español","2003","LP"
"El Meswy","El Meswy Tiene","2002","-"
"El Meswy","Tesis Doctoral","1997","LP"
"El Meswy vs. dead prez","En Tierra Robada","2002","-"
"El Momo","bootleg 2012-2013","2013","-"
"El Momo","amen","2007","-"
"El Momo","Viento","2013","-"
"El Momo","A Vuela Pluma","2008","-"
"El Momo & Pseudónimo","9 Musas","2011","-"
"El Momo & Pseudónimo","Skills","2010","-"
"El Momo & Pseudónimo","Entelequía","2009","-"
"el momo y gordo la mente","el show debe continuar","2010","-"
"el momo y jona","causa efecto","2012","-"
"el negro","dinamita","2011","-"
"El Niño","DL-50","2014","-"
"El Niño","Snake","2012","-"
"El Niño","Punky Rap","2010","-"
"El Niño","En Blanco Y Negro","2007","-"
"El Niño","Puedo Jugar?","2004","-"
"el niño burbuja","rude n' essential","2011","-"
"El Niño Trapani","II","2012","-"
"el nota","anem a fer-ho fàcil","2009","-"
"el octavo arte","la niebla esta en el mapa","-","-"
"el octavo arte","promo","-","-"
"El Octavo Arte","La teoría del nada","2006","-"
"el octavo arte (ciniko & sio)","viii","2012","-"
"el pack","escucha","2007","-"
"el pacto","el pacto","2011","-"
"el pakito (talegueros)","quiero saber","-","-"
"El Pakito y Fonshow","Boombap","-",
"El Payo malo","Con un ojo en la espalda","2003",
"El Payo Malo","Indepleis tu vy","2000",
"El Payo Malo","Tropiezos y pasos","-",
"El Payo Malo","Equilibrio","2003","-"
"El Payo Malo","Con Tierra En Los Bolsillos","2001","-"
"el perro diamante","mixtape","2006","-"
"El Perro Diamante","Mixtape 2006","2006","-"
"el perro diamante y lechowski","el poeta y el coleccionista (live 18-10-2007)","2007","-"
"el perro golfo","expo rap","2008","-"
"El Perro Sin Amo","Vienen A Por Mí","2010","-"
"El piezas","750 La Nueva Era","2005???2006","-"
"el piezas","ineditos y colaboraciones","-","-"
"El Piezas y Jayder","2 Puntos","-",
"El Pillo Astuto","Barrio Sound","2007","-"
"el piter","sacando los colores","2007","-"
"el poeta","recortes mixtape vol.2","2014","-"
"el poeta","xxx","2014","-"
"el poeta","recortes mixtape","2013","-"
"el poeta","[rap","-","-"
"el poeta","mirando al pasado [recopilación temas 2006-2011","-","-"
"El Profeta","Sus Suplicas Terminan","-","-"
"El Puto Coke","coke céspedes","2012","-"
"El Puto Coke","Piya Esto 3","2009???2010","-"
"El Puto Coke","100 beats","2009","-"
"El Puto Coke","beats vol.01","2009","-"
"El Puto Coke","pilla esto","2004","-"
"El Puto Coke","prologo","2001","-"
"El Puto Coke","El Puto Coke Presenta: Coke Céspedes","2012","-"
"El Puto Coke","Jot Remixes","2012","-"
"El Puto Coke","Irmán / G-g-A-a-L-EGO","2010","-"
"El Puto Coke","El Puto Coke Beats Vol.01","2009","-"
"El Puto Coke","Los Lunes Al Soul","2006","-"
"El Puto Coke","Piya Esto 2","2004","-"
"El Puto Coke","Un Rayo De Soul","2002","-"
"El Puto Coke","El Proyecto","1999","-"
"El Puto Coke","Vigo Zoo","1999","-"
"El Puto Coke","El Debut (CDS)","1998","single"
"el puto coke y dj limbo","doble o nada mixtape","2008","mixtape"
"El Puto De","Facilmente Deformable","2007","-"
"El Puto De","Untitled","2008","-"
"el puto kue","el puto kue","1996","-"
"el puto largo","inspiracion","2007","-"
"el puto marmaster","por eso...","1999","-"
"el puto marmaster & mna productions","the real rap simulator v1.1","2004","-"
"el puto marmaster & mna productions","the real rap simulator v3","-","-"
"el puto marmaster y mna productions","the real rap simulator vol.2.2","2005","-"
"el puto negro","trance","2008","-"
"el puto rey","maqueta","2005","-"
"El Puto Sark","Estado de locura","1995","-"
"el rats","colabos y temas sueltos vol.1","2013","-"
"el romano","pies de barro","2006","-"
"el roockie","en tus manos","-","-"
"el roockie","en vivo","-","-"
"el roockie","formula cruda","-","-"
"el roockie","humanidad","-","-"
"el roockie","humanidad (advance)","-","-"
"el roockie","revelation lyrics","-","-"
"El Rubio","-","-","-"
"El Sai","La intención no justifica el resultado","2004","-"
"el santi","mother foka te rompi la fucking boca","2009","-"
"El Santo","Eterna Juventud","2004","-"
"El Santo & Tosko","Algo Personal","2013","-"
"El Santo & Tosko","Planto Cara","2013","-"
"El Seis","Tira de pruebas","1996???1997???","Maqueta"
"El Seis","Maqueta","1998","Maqueta"
"El ser y ser","-","-","-"
"El ser y ser","¿Eres tú?","2000","-"
"El Sicario","La ley de Ohm","2007","LP"
"El Siervo","El Diario Del Día A Día","2011???2012","-"
"el silent","lapsus creativo","2009","-"
"El Sindicato","El Sindicato","1999","-"
"el sone y puto lopez","xplosive the mixtape","2009","-"
"el sr rojo","rojos funky grooves","2009","-"
"El Sr. Rojo","Estado mental Madrid ciudad","2005","-"
"El Sr.Rojo","Madrid Aprieta","2008","-"
"El Templo Del Tigre","blackbelt","2012","-"
"El Templo Del Tigre","tigre","2009","-"
"El Templo Del Tigre","vol.2 under militia","2009","-"
"El Templo Del Tigre","Codex Source","2011","-"
"El Templo Del Tigre","El Mito De La Caverna ","2010","-"
"El Templo Del Tigre","Le Temple Du Tigre ","2009","-"
"El Templo Del Tigre","Under Militia","2009","-"
"El Titó","Barna Files Vol.1","2006","maxi"
"El Titó","Barna / OK","2006","-"
"El Titó","Barna Files","2006","-"
"El Titó","Valeroso Espiritu","2004","-"
"el tito mc","rap chungo sevilla","-","-"
"El Tralla","La Calle En Demo","2000???2001??2002??2003","-"
"El Tralla","ineditos 2000","2000","-"
"El Tralla","Esta Ciudad","2013","LP"
"El Tralla","Las calles hablan","2006","single"
"El Tralla","En la calle","2001","-"
"El Tralla","Inéditos","2000","-"
"el ultimo refugio","instrumentales de uso libre vol. 1","2009","-"
"el veneno crew","cuartito records vol.3","-","-"
"el vertice","ya vendran tiempos mejores","2007","-"
"el vinculo","infected sound","1999","-"
"el vitu","the lost tape (no rendicion)","2012","-"
"el xarro de las calaveras","space xarro en marcianismo","2008","-"
"El Xarro De Las Calaveras","Marcianismo","2009","-"
"el xarro de las calaveras presenta jawars players","iii el sonido de la bahia","2009","-"
"el xarro de las calaveras presenta jawars players","vol i","2009","-"
"el xungi","recopilacion temas","2009","-"
"el xungi","temas sueltos","2009","-"
"el xungi","lo que quedó y algo nuevo grabado","2008","-"
"el xungi","beating the beats","2007","-"
"el xungi","promo 2007","2007","-"
"el xungi","mis bases,tus versos","2006-2007","-"
"el xungi","promo 2006","2006","-"
"el xungi","remixes & beats","2006","-"
"el xungi","comienzos chungos","2005","-"
"El Xungi","Una historia diferente","2007","-"
"El$$o Rodríguez","Autarcía / Autocrácia","2011","-"
"El$$o Rodríguez","Baladas Heavys (El Estatus de El$$o)","2010","-"
"El$$o Rodríguez","El$$o Rodriguez Vs Capcom","2010","-"
"El$$o Rodríguez","Streetz Tragicomedia","2007","-"
"El$$o Rodriguez & Zar1","Feelmatic","2013","-"
"Eldani","dicen de el","2007","-"
"Eldani","mi rap me procede vol.2","2006","-"
"Eldani","No te gusta no lo escuches","2007","-"
"eleache","año 7 d.lh","2003","-"
"Eleache","A oscuras","2007","-"
"Elecesar","Final Frontier","2014","-"
"Elecesar","Jet Lag De Mi Casa Al Centro/The Main Number ","2012","-"
"electronautas","emisiones continuas","2004","-"
"elegido","adicto a esto","2008","-"
"elegido","el elegido promo","2008","-"
"elemento clab","destino escrito","2009","-"
"Elemento Clab","Rompiendo esquemas","2006","-"
"Elements","La esperanza","1999","-"
"Elements","Nueva Era","1998","-"
"Elemisario","Martillo Vs Tecnología","2009","-"
"Elemisario","Dios Me Envidia","2005","-"
"Eleven O'Clock","11 Vezes 1","2007","-"
"Elfér","Rocas Y Sedimentos","2005","-"
"Elfér & The49ers","Hip Hop's Taking Over My Mind","2011","-"
"Elheme","Mi Camino","2008",
"elhombretragico","huracan exposito","2007","-"
"Elio Toffana","El Hijo Del Sol","2014","-"
"Elio Toffana","Jóvenes bajo presión","2006","-"
"Elisa MC","Aún así continuaré","2004","-"
"Elite Lirika","Maketa 2002","2002","-"
"elite producciones","3,2,1 vol.1","2009","-"
"eliteproducciones","beats not bombs vol. 3 (instrumentales)","2013","-"
"eliteproducciones","30 beats","2012","-"
"elmaskeh","el tiempo apremia","-","-"
"elmaskeh","tur ep","-","-"
"elmes gong","rapcly raggamuffin","2013","-"
"elmes gong","se prendió el fyah","2011","-"
"Eloze","Venganza como norma","2005","-"
"Elpakito y Fonkshow","Boom Bap","2008","-"
"Elphomega","sigo igual-nightcall","2012","-"
"Elphomega","One Man Army","2004","Maxi/EP"
"Elphomega","Homogeddon | El Testimonio Libra","2014","-"
"Elphomega","Más Que Humanos","2013","-"
"Elphomega","Phantom Pop","2011","-"
"Elphomega","Sol De Sábado, Lluvia De Domingo","2011","-"
"Elphomega","El Testimonio Libra","2007","-"
"Elphomega","Homogeddon","2005","-"
"Elphomega","El Fenómeno","2003","-"
"Elphomega","Demo 2002","2002","-"
"Elphomega","Elphomega","2002","-"
"Elphomega ","Fácil de Escuchar ","2000","-"
"Elphomega ","Leyenda: Rap contienda","1998","-"
"elphomega y elvira","catarata","2014","-"
"elsso rodriguez","autarcia-autocracia","2012","-"
"elsso rodriguez","elsso rodriguez vs capcom mixtape","2010","-"
"elsso rodriguez","bootleg","2009","-"
"ElSucio","Sucio Style Remix","2010","-"
"ElSucio","Xplicit 2.0","2010","-"
"elvira y elphomega","rancho de luz-navaja suiza","2011","-"
"embajador falkone de madrid drama presenta smoking ganja chapter 1","2007","-","-"
"Emblema","Nada Nuevo","2011","-"
"Emblema","Nivaria","2010","-"
"emelvi","mde click & emelvi","2013","-"
"Emelvi","Dusty","2010","-"
"Emezeta","La venganza","-","-"
"Emi666","La Heredera","2010","-"
"Emilio Rojas","Life Without Shame","2010","-"
"Emilio Rojas","A Breath Of Fresh Air","2006","-"
"emme","femme","2003","-"
"Encrisis","quedecirtequenosepas","-","-"
"endecah","tinta negra","2011","-"
"endecah","donde mas llega","2010","-"
"Endikah","Malavida","2013","-"
"Endikah & 5mentarios","Rage","2013","-"
"Endikah & Sceno","Utopía","2015","-"
"eneko","por aburrimiento o por necesidad","2010","-"
"Eneko Y Gareta","El Primer Signo","2011","-"
"Eneko Y Gareta","All In","2008","-"
"Eneko Y Gareta","Nos Cagamos En Tus Muertos","2006","-"
"Eneko y Gareta","Los fumetas del tercero derecha","2005","-"
"Enes","Relatos Del Bajo Paraiso","2015","-"
"Enes","Street Soul","2013","-"
"Enes","La Música Me Va A Matar","2012","-"
"Enes","Préndelo","2012","-"
"eneyser","la quinta dimension","2008","-"
"eneyser","mirada al cielo","2005","-"
"eneyser y luismicarma","los optimistas","2013","-"
"enfermo producciones (temas exclusivos)","2006","-","-"
"enigmah","efecto domino","2007","-"
"enrike","mixtape","2006","-"
"Enrike","Censura","2010","-"
"Enrike","Nacer Solo, Morir Solo","2006","-"
"Enrike","Yo Mismo","2005","-"
"enrike y dmohl","las cosas claras (mixtape)","2007","-"
"entewon","hijos de la mala educacion (adelanto)","2007","-"
"entrelineas","restart competition","2004","-"
"Entrelíneas","Sobre El Tatami","2005","-"
"eny","la cloaka","2009","-"
"Epidemic","The Soulution EP","2014","-"
"Epidemic","Somethin' For Tha Listeners","2013","-"
"equisman","el primer intento rarezas y temas sueltos","2007","-"
"equisman","todo en 1 dia (remixes)","2007","-"
"equisman","monologo (promo)","2005","-"
"equisman","no seas tan bobo","2004","-"
"equix","es gratis","2010","-"
"er fugas","valora cada segundo","2008","-"
"er nene","temillas sueltos","1998-2002","-"
"er vitor","scratches sucios","2005","-"
"Eric El Niño","Bienvenidos al incendio","2007","-"
"Eric Placton","instrumentales vol.1","2012","-"
"Eric Placton","parapsicologia","2012","-"
"Eric Placton","Geometría","2002","-"
"erick hervé","freedom and blood","2013","-"
"erick hervé","never forget","2012","-"
"erick-h","algunos siguen creyendo","2009","-"
"Erickh","Intervencio divina ","2007","-"
"Erik Beeler","Nunca Es Suficiente","2008","-"
"Erik Beeler","Larga vida al rey","2005","-"
"Erik Beeler","El Puto Jefe, La Leyenda","2004","-"
"erik placton","maqueta","2007","-"
"Erik Urano","Ácido & Oxígeno","2008","-"
"erik urano & zar1","energia libre","2011","-"
"Erik Urano & Zar1","Cosmonáutica","2014","-"
"Erik Urano & Zar1","Energía Libre","2011","-"
"Erin","Menos De Lo Mismo","2014","-"
"Erin","El Trapicista","2011","-"
"ernesto y tesflex","literatura universal","2005","-"
"Ernesto y Tesflex","Maqueta","-","-"
"eros y tánatos","negro","2009","-"
"Erykah Badu","New Amerykah Part Two (Return of the Ankh)","2010","-"
"es-kulcha!","vol.2","2014","-"
"Escandaloso Xpósito & Diox","Green Gourmet","2013","-"
"Escandaloso Xpósito & Hartosopash","1974","2013","-"
"Escandaloso Xpósito & Hartosopash","Escandoloso Xpósito & Hartosopash","2011","-"
"escritura automatica","el purgatorio","2009","-"
"Escritura Automática","Escritura Automatica","2007","-"
"Escritura Automática","Sombra De Dragón","2003","-"
"escualo","metrica lunatica","2011","-"
"escualo","puro musculo","2010","-"
"escuela de lenguaje frío y duro","hardcore... representamos","199","-"
"Ese A Ene Hache","Letras de ayer vol.2 ","-","-"
"ese benex y periko plazer","atrapaos","2010","-"
"Eseeme","Géminis","2008","-"
"esekah terrier pimp","presas","2007","-"
"Eseneka","Film Noir / A&A","2013","-"
"Eseneka","El resultado de lo que me hicieron","2007","-"
"Eseneka & Poisound","Loca / Drama","2013","-"
"Eseneka & Príncipe Palanca","Sad Laocoonte","2014","-"
"eskyzo","saliendo al paso","2009","-"
"ESM L'3aRBe","Si Dios Quiere / Incha Allah","2010","-"
"Esoteric","Egoclapper","2007","-"
"Esoteric & Stu Bangas","Machete Mode","2013","-"
"Esquina Del Rap","Despegando De Las Brisas","2007",
"Estado Mental","Todo Está En La Mente","2012","-"
"Estado Mental","Terapia de grupo","2008","-"
"Estado Mental","Ahórrate El Psicólogo","2007","-"
"estado permanente","estado permanente","1994","-"
"estail","estail wars","-","-"
"estel ocean","las dos mitades del mundo","2009","-"
"estilo rap serio","ers part one","2009","-"
"Estrellas del Porno","Micrófono Estampida","-","-"
"Estrellas del Porno","Hijos del Flujo","2003","-"
"Estrés","Más Allá Del Ideal","2008","-"
"Estrés","En Boca De Nadie","2005","-"
"Estudios Blancos","temas 2007","2007","-"
"Estudios Blancos","temas 2006","2006","-"
"Estudios Blancos","temas 2005","2005","-"
"Estudios Blancos","temas 2004","2004","-"
"Estudios Blancos","version 1.0","2004","-"
"Estudios Blancos","temas 2003","2003","-"
"Estudios Blancos","temas 2002","2002","-"
"Estudios Blancos","temas 2001","2001","-"
"Estudios Blancos","Temas 2001 2002 2003 2004 2005 2006","-","-"
"estudios l","dlitos design mixtape","2009","-"
"estudios l","mixtape series volumen 1","2009","-"
"etilic maffia","the game is over","2006","-"
"Etiqueta Negra","Always Fresh","2007","-"
"Étrange Fruit","Étrange Fruit","2014","-"
"eude","el arte de inventarte","2008","-"
"Eup MC","De mi para vosotros","2007","-"
"eupb bars","vol.1","2013","-"
"EUPMC","Eclipse Total","2013","-"
"evan vp","el taller de las frases inacabadas","2013","-"
"evan vp","labios de papel","2012","-"
"exceso","historias de un niño feliz","2007","-"
"Exile","Zip Disks & Floppies","2013","-"
"Exile","Radio AM/FM","2010","-"
"Exkizo & Bueno Trueman","Sal Del Bloqueo","2013","-"
"Exopoetics","Sumeria","2012","-"
"Exopoetics","Enüma Elish","2011","-"
"Expresión en conserva","la cordura sigue","-","-"
"Expresión en conserva","promo 96-97","-","-"
"Expresión en conserva","Expresión en conserva","1998","-"
"Expresión en conserva","Promo 96/97","1997","-"
"externo","oscuridad, la vida del hikikomori","2006","-"
"Externo","Oscuridad: La Vida Del Hikikomori","2006","-"
"Extravagancia","Demo","2002","-"
"Extravagancia","Pre-maketa","2001","-"
"extremo","mi area","2007","-"
"Eykeyey Rey","Siempre fumando (Inéditos y Remixes)","2001???2012","-"
"eykeyey rey","freestyles en studiosl","-","-"
"Eykeyey Rey","Entre El Bien Y El Mal","2011","-"
"Eykeyey Rey","Mousse De Veneno","2004","-"
"Ezkribano","Hago Rap De Combate","-","-"
"f-g","microfono sincero","2006","-"
"F. J. Ramos","Clásico & Profesional","2013","-"
"F. J. Ramos","Asuntos Turbios","2000","-"
"F.E.","Peligro Mixtape","2010","-"
"f.Nagore","-","-","-"
"F*ckin' Maniacs","Premium","2012","-"
"fab","tocando madera","2012","-"
"fab","insomnio","2009","-"
"fabyo","stradivarius","2008","-"
"fabyo","stradivarius (instrumental)","2008","-"
"Facto Delafé y Las Flores Azules","El Monstruo de las Ramblas","2007",
"Facto Delafé y Las Flores Azules","mar el poder del mar (remixes)","2005","-"
"Facto Delafé y Las Flores Azules","versus el monstruo de las ramblas","2005","-"
"Factor Canadá","€uraca","2014","-"
"Factor Canadá","No TV Allowed","2012","-"
"fade in","6 millones de palabras","2004","-"
"Fado","Huevos Fritos Vol.1","2004","-"
"faeloh","coños y gambas","2007","-"
"Falsa Identidad","21","1998","-"
"Falsa Identidad","El Estilo Tranquilo","1996","-"
"Falsalarma","Ley de vida","2008",
"Falsalarma","beats","2006","-"
"Falsalarma","alquimia tour","2005","-"
"Falsalarma","Alquimia Tour (Audio)","2005",
"Falsalarma","Alquimia Tour DVD","2005",
"Falsalarma","Eterna juventud y De valeroso espíritu","-","-"
"Falsalarma","Alquimia (Vinilo extra)","-",
"Falsalarma","Dramática","2011","-"
"Falsalarma","Mar De Dudas","2007","maxi"
"Falsalarma","Alquimia","2005","LP"
"Falsalarma","El Más Buscado","2005","-"
"Falsalarma","La Misiva Edición Especial","2004","-"
"Falsalarma","La Misiva","2002","LP"
"Falsalarma","La misiva, material exclusivo","2002","-"
"Falsalarma","No Hay Quien Nos Pare","2000","-"
"Falsalarma","Revolución Del Sonido","1997","-"
